application_id: 1	name: MCS_distance_10.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
4322	2	1	1	217	1	1	12510.0200245	12491.4665654	1	1	1	1	1	9.96278556926	1	1	1	1
4323	3	1	1	217	1	1	12489.9248629	12511.1871314	1	1	1	1	1	10.1487681259	1	1	1	1
4324	4	1	1	217	1	1	12492.5383571	12487.7774003	1	1	1	1	1	11.2697216553	1	1	1	1
4325	5	1	1	217	1	1	12507.4726487	12499.595841	1	1	1	1	1	7.07983659672	1	1	1	1
4326	6	1	1	217	1	1	12491.0787893	12489.2481023	1	1	1	1	1	13.6297818055	1	1	1	1
4327	7	1	1	217	1	1	12502.8693365	12494.343157	1	1	1	1	1	10.8209496756	1	1	1	1
4328	8	1	1	217	1	1	12515.0752537	12491.5714436	1	1	1	1	1	12.8642983416	1	1	1	1
4329	9	1	1	217	1	1	12510.1442882	12479.4643965	1	1	1	1	1	10.9120074637	1	1	1	1
4330	10	1	1	217	1	1	12498.7276815	12490.126253	1	1	1	1	1	12.9231264379	1	1	1	1
4331	1	1	2	217	1	1	12515.0440455	12498.9723129	1	1	1	1	1	10.9500540889	1	1	1	1
4332	2	1	2	217	1	1	12504.6745559	12504.3854586	1	1	1	1	1	7.92629603271	1	1	1	1
4333	3	1	2	217	1	1	12506.0688439	12496.237289	1	1	1	1	1	8.90254599315	1	1	1	1
4334	4	1	2	217	1	1	12513.4110994	12482.2150186	1	1	1	1	1	8.24383626602	1	1	1	1
4335	5	1	2	217	1	1	12494.2882049	12488.9878897	1	1	1	1	1	9.99413787037	1	1	1	1
4336	6	1	2	217	1	1	12501.2865205	12506.5493879	1	1	1	1	1	10.5382866193	1	1	1	1
4337	7	1	2	217	1	1	12495.6629099	12505.3661467	1	1	1	1	1	12.3848388293	1	1	1	1
4338	8	1	2	217	1	1	12496.6491363	12508.5366132	1	1	1	1	1	10.8960440429	1	1	1	1
4339	9	1	2	217	1	1	12506.5194658	12502.051605	1	1	1	1	1	8.02253079739	1	1	1	1
4340	10	1	2	217	1	1	12494.9375782	12519.6023107	1	1	1	1	1	11.1383069151	1	1	1	1
4341	1	1	1	218	1	1	12494.9449094	12516.034219	1	1	1	1	1	11.7640275272	1	1	1	1
4342	2	1	1	218	1	1	12522.1961757	12504.5171163	1	1	1	1	1	12.1297875556	1	1	1	1
4343	3	1	1	218	1	1	12518.6124204	12482.7279836	1	1	1	1	1	8.5408987283	1	1	1	1
4344	4	1	1	218	1	1	12479.0761802	12531.490701	1	1	1	1	1	11.4655226983	1	1	1	1
4345	5	1	1	218	1	1	12510.5075292	12481.3081298	1	1	1	1	1	7.9538804218	1	1	1	1
4346	6	1	1	218	1	1	12497.5976027	12498.7571149	1	1	1	1	1	7.09990737463	1	1	1	1
4347	7	1	1	218	1	1	12508.8854578	12502.8589791	1	1	1	1	1	10.9768988786	1	1	1	1
4348	8	1	1	218	1	1	12482.9053576	12505.2539201	1	1	1	1	1	9.24135833413	1	1	1	1
4349	9	1	1	218	1	1	12496.2843729	12501.4997293	1	1	1	1	1	10.8817310224	1	1	1	1
4350	10	1	1	218	1	1	12495.8090182	12503.7203681	1	1	1	1	1	7.19589064106	1	1	1	1
4351	1	1	2	218	1	1	12505.8229516	12507.8751291	1	1	1	1	1	8.87449496726	1	1	1	1
4352	2	1	2	218	1	1	12499.0185699	12493.5533459	1	1	1	1	1	7.82216898323	1	1	1	1
4353	3	1	2	218	1	1	12522.020025	12493.4032505	1	1	1	1	1	11.4492531356	1	1	1	1
4354	4	1	2	218	1	1	12513.1895072	12511.8479496	1	1	1	1	1	7.29651351426	1	1	1	1
4355	5	1	2	218	1	1	12502.7576603	12506.0330303	1	1	1	1	1	11.4587749167	1	1	1	1
4356	6	1	2	218	1	1	12514.1172145	12504.2951016	1	1	1	1	1	7.70089533365	1	1	1	1
4357	7	1	2	218	1	1	12513.1573502	12512.6744959	1	1	1	1	1	9.37281835535	1	1	1	1
4358	8	1	2	218	1	1	12496.0626945	12496.1788958	1	1	1	1	1	9.17006991468	1	1	1	1
4359	9	1	2	218	1	1	12521.9668609	12499.6259499	1	1	1	1	1	7.77182119098	1	1	1	1
4360	10	1	2	218	1	1	12512.5338185	12500.8815541	1	1	1	1	1	8.94418402148	1	1	1	1
4361	1	1	1	219	1	1	12477.3045875	12497.9873134	1	1	1	1	1	11.4648536302	1	1	1	1
4362	2	1	1	219	1	1	12489.3913644	12462.9575618	1	1	1	1	1	11.5193778586	1	1	1	1
4363	3	1	1	219	1	1	12491.9102109	12497.5328586	1	1	1	1	1	10.2292677366	1	1	1	1
4364	4	1	1	219	1	1	12524.012193	12495.8366857	1	1	1	1	1	10.6144018168	1	1	1	1
4365	5	1	1	219	1	1	12516.7822587	12499.491033	1	1	1	1	1	7.87191493712	1	1	1	1
4366	6	1	1	219	1	1	12494.4753636	12512.1754019	1	1	1	1	1	8.44725998819	1	1	1	1
4367	7	1	1	219	1	1	12493.7553497	12500.8003948	1	1	1	1	1	9.61183077733	1	1	1	1
4368	8	1	1	219	1	1	12505.0521531	12501.091368	1	1	1	1	1	9.97378122124	1	1	1	1
4369	9	1	1	219	1	1	12513.6791892	12493.1586425	1	1	1	1	1	10.0189937448	1	1	1	1
4370	10	1	1	219	1	1	12493.5902148	12482.2323552	1	1	1	1	1	9.56030100448	1	1	1	1
4371	1	1	2	219	1	1	12515.2971551	12504.4480993	1	1	1	1	1	8.58361330876	1	1	1	1
4372	2	1	2	219	1	1	12518.4182606	12514.8163285	1	1	1	1	1	9.18246905184	1	1	1	1
4373	3	1	2	219	1	1	12501.8531757	12505.4509803	1	1	1	1	1	7.14679419904	1	1	1	1
4374	4	1	2	219	1	1	12522.4211772	12498.8445867	1	1	1	1	1	10.9750344661	1	1	1	1
4375	5	1	2	219	1	1	12503.5936795	12503.8521168	1	1	1	1	1	8.8437788582	1	1	1	1
4376	6	1	2	219	1	1	12486.9380356	12495.549388	1	1	1	1	1	10.315604937	1	1	1	1
4377	7	1	2	219	1	1	12508.1093707	12499.9242355	1	1	1	1	1	11.0339669646	1	1	1	1
4378	8	1	2	219	1	1	12508.1391599	12485.7616085	1	1	1	1	1	9.57518232642	1	1	1	1
4379	9	1	2	219	1	1	12489.9409004	12498.5363078	1	1	1	1	1	10.0617027924	1	1	1	1
4380	10	1	2	219	1	1	12509.9056334	12501.6235925	1	1	1	1	1	11.3580423664	1	1	1	1
4381	1	1	1	220	1	1	12506.3952508	12487.9234311	1	1	1	1	1	13.0191498807	1	1	1	1
4382	2	1	1	220	1	1	12501.6197598	12488.9540424	1	1	1	1	1	11.4044680407	1	1	1	1
4383	3	1	1	220	1	1	12514.4309177	12496.9725765	1	1	1	1	1	8.64253800938	1	1	1	1
4384	4	1	1	220	1	1	12518.0439294	12492.9230754	1	1	1	1	1	11.5884858051	1	1	1	1
4385	5	1	1	220	1	1	12482.4409123	12511.8077931	1	1	1	1	1	11.9668429819	1	1	1	1
4386	6	1	1	220	1	1	12495.5640078	12484.9150528	1	1	1	1	1	11.3135550861	1	1	1	1
4387	7	1	1	220	1	1	12503.6018972	12503.553417	1	1	1	1	1	8.16570925691	1	1	1	1
4388	8	1	1	220	1	1	12495.3911609	12474.6556724	1	1	1	1	1	8.7371034847	1	1	1	1
4389	9	1	1	220	1	1	12477.0326773	12500.7327253	1	1	1	1	1	11.045599664	1	1	1	1
4390	10	1	1	220	1	1	12498.0906236	12499.9680757	1	1	1	1	1	8.89919817209	1	1	1	1
4391	1	1	2	220	1	1	12506.1428301	12497.8035482	1	1	1	1	1	14.5926833851	1	1	1	1
4392	2	1	2	220	1	1	12515.9731311	12480.9867837	1	1	1	1	1	10.7117186993	1	1	1	1
4393	3	1	2	220	1	1	12513.9140103	12515.4377424	1	1	1	1	1	9.70783126679	1	1	1	1
4394	4	1	2	220	1	1	12519.6912691	12492.9032621	1	1	1	1	1	10.575933125	1	1	1	1
4395	5	1	2	220	1	1	12510.6785266	12502.7500254	1	1	1	1	1	10.7688845036	1	1	1	1
4396	6	1	2	220	1	1	12509.6290314	12492.452769	1	1	1	1	1	8.56897619857	1	1	1	1
4397	7	1	2	220	1	1	12510.5483492	12503.6473471	1	1	1	1	1	6.17819743697	1	1	1	1
4398	8	1	2	220	1	1	12516.7644334	12496.6223312	1	1	1	1	1	10.2735125184	1	1	1	1
4399	9	1	2	220	1	1	12518.9670013	12501.1203902	1	1	1	1	1	7.66086352116	1	1	1	1
4400	10	1	2	220	1	1	12523.6608856	12499.4658643	1	1	1	1	1	9.0041584174	1	1	1	1
4401	1	1	1	221	1	1	12499.1119358	12513.6440967	1	1	1	1	1	9.79887635855	1	1	1	1
4402	2	1	1	221	1	1	12503.6540395	12503.6111728	1	1	1	1	1	15.3604545019	1	1	1	1
4403	3	1	1	221	1	1	12501.8867299	12508.8537777	1	1	1	1	1	6.69962628111	1	1	1	1
4404	4	1	1	221	1	1	12488.7337159	12477.8154461	1	1	1	1	1	9.23150015998	1	1	1	1
4405	5	1	1	221	1	1	12502.4098684	12488.7808626	1	1	1	1	1	9.87800528607	1	1	1	1
4406	6	1	1	221	1	1	12503.6151918	12505.7540654	1	1	1	1	1	9.81501967322	1	1	1	1
4407	7	1	1	221	1	1	12483.3602099	12510.0136193	1	1	1	1	1	10.9588863406	1	1	1	1
4408	8	1	1	221	1	1	12517.5652218	12497.7799408	1	1	1	1	1	10.0747539251	1	1	1	1
4409	9	1	1	221	1	1	12508.8472961	12512.1364373	1	1	1	1	1	15.0296346224	1	1	1	1
4410	10	1	1	221	1	1	12511.7143204	12485.9612276	1	1	1	1	1	11.020388931	1	1	1	1
4411	1	1	2	221	1	1	12500.5368922	12506.4202477	1	1	1	1	1	13.6721447865	1	1	1	1
4412	2	1	2	221	1	1	12514.8656991	12498.2703821	1	1	1	1	1	10.8916181138	1	1	1	1
4413	3	1	2	221	1	1	12479.2037115	12499.1215769	1	1	1	1	1	15.8227455659	1	1	1	1
4414	4	1	2	221	1	1	12496.3542565	12501.6985642	1	1	1	1	1	9.4747628773	1	1	1	1
4415	5	1	2	221	1	1	12525.819457	12510.7283075	1	1	1	1	1	11.6280000198	1	1	1	1
4416	6	1	2	221	1	1	12523.1292272	12508.3424968	1	1	1	1	1	12.5433188804	1	1	1	1
4417	7	1	2	221	1	1	12502.3418538	12486.3455338	1	1	1	1	1	9.30282776543	1	1	1	1
4418	8	1	2	221	1	1	12499.1367412	12505.9333095	1	1	1	1	1	10.2407980233	1	1	1	1
4419	9	1	2	221	1	1	12513.1942867	12510.4806586	1	1	1	1	1	5.04562360471	1	1	1	1
4420	10	1	2	221	1	1	12502.8906683	12498.9678661	1	1	1	1	1	12.4997611444	1	1	1	1
4421	1	1	1	222	1	1	12497.4579864	12498.044512	1	1	1	1	1	11.377764927	1	1	1	1
4422	2	1	1	222	1	1	12515.5727083	12496.8150818	1	1	1	1	1	7.94649783201	1	1	1	1
4423	3	1	1	222	1	1	12515.9745189	12519.0000626	1	1	1	1	1	10.4153461034	1	1	1	1
4424	4	1	1	222	1	1	12476.415309	12487.1357202	1	1	1	1	1	10.2414411534	1	1	1	1
4425	5	1	1	222	1	1	12502.8520685	12499.2766296	1	1	1	1	1	8.22445388877	1	1	1	1
4426	6	1	1	222	1	1	12484.4549192	12493.3713793	1	1	1	1	1	9.68081823094	1	1	1	1
4427	7	1	1	222	1	1	12492.773685	12496.5722054	1	1	1	1	1	9.46415063087	1	1	1	1
4428	8	1	1	222	1	1	12490.5169539	12504.2791417	1	1	1	1	1	7.84989844583	1	1	1	1
4429	9	1	1	222	1	1	12514.2430606	12496.900402	1	1	1	1	1	12.833313738	1	1	1	1
4430	10	1	1	222	1	1	12504.6051041	12507.1488957	1	1	1	1	1	10.5241325634	1	1	1	1
4431	1	1	2	222	1	1	12506.3055814	12498.0665855	1	1	1	1	1	9.18464476172	1	1	1	1
4432	2	1	2	222	1	1	12517.3798465	12533.7874229	1	1	1	1	1	12.1254496888	1	1	1	1
4433	3	1	2	222	1	1	12501.7408688	12501.7063672	1	1	1	1	1	8.48068431961	1	1	1	1
4434	4	1	2	222	1	1	12493.9606178	12495.0357701	1	1	1	1	1	10.5676831862	1	1	1	1
4435	5	1	2	222	1	1	12514.5461352	12469.5642992	1	1	1	1	1	13.035770474	1	1	1	1
4436	6	1	2	222	1	1	12511.2808367	12510.8020444	1	1	1	1	1	6.18406427933	1	1	1	1
4437	7	1	2	222	1	1	12512.4362336	12509.3053972	1	1	1	1	1	8.59171476305	1	1	1	1
4438	8	1	2	222	1	1	12505.9228707	12505.2344464	1	1	1	1	1	10.1833830581	1	1	1	1
4439	9	1	2	222	1	1	12524.2456791	12489.5481541	1	1	1	1	1	10.6052947159	1	1	1	1
4440	10	1	2	222	1	1	12512.3480384	12512.9744053	1	1	1	1	1	7.68298646777	1	1	1	1
4441	1	1	1	223	1	1	12507.5995077	12504.4897456	1	1	1	1	1	12.4305680955	1	1	1	1
4442	2	1	1	223	1	1	12506.619927	12503.2235539	1	1	1	1	1	14.0891586592	1	1	1	1
4443	3	1	1	223	1	1	12514.072358	12489.7655655	1	1	1	1	1	9.99226734396	1	1	1	1
4444	4	1	1	223	1	1	12494.8575625	12501.1111804	1	1	1	1	1	7.02000269054	1	1	1	1
4445	5	1	1	223	1	1	12498.3887816	12498.3619601	1	1	1	1	1	9.26418259012	1	1	1	1
4446	6	1	1	223	1	1	12499.1201131	12503.7603577	1	1	1	1	1	17.655994983	1	1	1	1
4447	7	1	1	223	1	1	12494.7526413	12491.9839512	1	1	1	1	1	7.06453689247	1	1	1	1
4448	8	1	1	223	1	1	12501.361935	12513.2654652	1	1	1	1	1	9.46846886592	1	1	1	1
4449	9	1	1	223	1	1	12498.3818244	12509.4565844	1	1	1	1	1	9.7546663416	1	1	1	1
4450	10	1	1	223	1	1	12510.4683155	12514.5713086	1	1	1	1	1	9.920380836	1	1	1	1
4451	1	1	2	223	1	1	12505.8017168	12473.3123924	1	1	1	1	1	11.0382165862	1	1	1	1
4452	2	1	2	223	1	1	12524.0929658	12491.3231895	1	1	1	1	1	9.86403606734	1	1	1	1
4453	3	1	2	223	1	1	12490.7007224	12508.8151059	1	1	1	1	1	10.1034440354	1	1	1	1
4454	4	1	2	223	1	1	12527.6273691	12501.9488341	1	1	1	1	1	8.92514292186	1	1	1	1
4455	5	1	2	223	1	1	12512.9902557	12499.616689	1	1	1	1	1	11.2353575006	1	1	1	1
4456	6	1	2	223	1	1	12509.2604484	12519.0736134	1	1	1	1	1	11.7457583712	1	1	1	1
4457	7	1	2	223	1	1	12495.6888823	12487.2206173	1	1	1	1	1	11.0399542736	1	1	1	1
4458	8	1	2	223	1	1	12517.484473	12485.5539633	1	1	1	1	1	10.2105864698	1	1	1	1
4459	9	1	2	223	1	1	12520.8698435	12499.8013509	1	1	1	1	1	7.64764875253	1	1	1	1
4460	10	1	2	223	1	1	12505.98922	12520.8483017	1	1	1	1	1	10.8355633209	1	1	1	1
4461	1	1	1	224	1	1	12500.8777655	12494.1989793	1	1	1	1	1	12.2306604454	1	1	1	1
4462	2	1	1	224	1	1	12495.960531	12492.527095	1	1	1	1	1	15.020248538	1	1	1	1
4463	3	1	1	224	1	1	12520.1984388	12495.0294561	1	1	1	1	1	7.97971357594	1	1	1	1
4464	4	1	1	224	1	1	12503.4887352	12496.0653788	1	1	1	1	1	8.84955200496	1	1	1	1
4465	5	1	1	224	1	1	12507.0896935	12510.2185665	1	1	1	1	1	8.93031323621	1	1	1	1
4466	6	1	1	224	1	1	12529.6614958	12491.099614	1	1	1	1	1	10.1928466909	1	1	1	1
4467	7	1	1	224	1	1	12495.1933728	12503.0670634	1	1	1	1	1	12.3611526087	1	1	1	1
4468	8	1	1	224	1	1	12504.1438566	12503.3110065	1	1	1	1	1	10.8902498269	1	1	1	1
4469	9	1	1	224	1	1	12506.2814158	12496.7282919	1	1	1	1	1	13.4310090011	1	1	1	1
4470	10	1	1	224	1	1	12499.8229529	12511.6523555	1	1	1	1	1	7.75318328213	1	1	1	1
4471	1	1	2	224	1	1	12496.674139	12498.0887724	1	1	1	1	1	9.54755625393	1	1	1	1
4472	2	1	2	224	1	1	12497.0057674	12493.6300675	1	1	1	1	1	12.2168951494	1	1	1	1
4473	3	1	2	224	1	1	12507.9201443	12502.8068996	1	1	1	1	1	9.16725363179	1	1	1	1
4474	4	1	2	224	1	1	12505.6315814	12510.0058662	1	1	1	1	1	7.65700331834	1	1	1	1
4475	5	1	2	224	1	1	12507.8076965	12505.1152895	1	1	1	1	1	8.01441735036	1	1	1	1
4476	6	1	2	224	1	1	12511.7356795	12492.4862092	1	1	1	1	1	8.96775150237	1	1	1	1
4477	7	1	2	224	1	1	12518.7448836	12490.012246	1	1	1	1	1	9.51849422683	1	1	1	1
4478	8	1	2	224	1	1	12516.0080355	12498.5022479	1	1	1	1	1	10.0541197547	1	1	1	1
4479	9	1	2	224	1	1	12514.4975688	12506.7403003	1	1	1	1	1	8.19853211838	1	1	1	1
4480	10	1	2	224	1	1	12511.2648294	12504.8180329	1	1	1	1	1	10.0679438576	1	1	1	1
4481	1	1	1	225	1	1	12506.1611926	12495.0671921	1	1	1	1	1	11.863475641	1	1	1	1
4482	2	1	1	225	1	1	12489.3752869	12513.1565374	1	1	1	1	1	11.4475010042	1	1	1	1
4483	3	1	1	225	1	1	12510.2667599	12490.4938961	1	1	1	1	1	8.9592677217	1	1	1	1
4484	4	1	1	225	1	1	12498.9513529	12510.0421761	1	1	1	1	1	13.1121782459	1	1	1	1
4485	5	1	1	225	1	1	12479.4593115	12488.8971719	1	1	1	1	1	15.0054207355	1	1	1	1
4486	6	1	1	225	1	1	12493.0986774	12482.2445048	1	1	1	1	1	11.2966570676	1	1	1	1
4487	7	1	1	225	1	1	12502.7492288	12510.6873575	1	1	1	1	1	10.8949753887	1	1	1	1
4488	8	1	1	225	1	1	12515.3689392	12490.4729613	1	1	1	1	1	12.1838841429	1	1	1	1
4489	9	1	1	225	1	1	12499.6460721	12502.2807538	1	1	1	1	1	7.13301990483	1	1	1	1
4490	10	1	1	225	1	1	12520.8547954	12505.2733377	1	1	1	1	1	9.51625724801	1	1	1	1
4491	1	1	2	225	1	1	12516.3275996	12498.1109319	1	1	1	1	1	8.09903331611	1	1	1	1
4492	2	1	2	225	1	1	12518.0200775	12477.2587779	1	1	1	1	1	13.6651437332	1	1	1	1
4493	3	1	2	225	1	1	12512.6781955	12490.3641674	1	1	1	1	1	8.64785316893	1	1	1	1
4494	4	1	2	225	1	1	12484.7917616	12515.1642963	1	1	1	1	1	10.390689207	1	1	1	1
4495	5	1	2	225	1	1	12503.6730659	12491.5575383	1	1	1	1	1	10.0241623717	1	1	1	1
4496	6	1	2	225	1	1	12500.6513464	12495.30265	1	1	1	1	1	7.84629754485	1	1	1	1
4497	7	1	2	225	1	1	12519.1365376	12480.8335082	1	1	1	1	1	10.624948696	1	1	1	1
4498	8	1	2	225	1	1	12494.2939986	12498.0466253	1	1	1	1	1	10.1665819382	1	1	1	1
4499	9	1	2	225	1	1	12514.5308995	12490.9898777	1	1	1	1	1	7.99653105846	1	1	1	1
4500	10	1	2	225	1	1	12517.9708434	12503.4730629	1	1	1	1	1	10.522083004	1	1	1	1
4501	1	1	1	226	1	1	12492.1157921	12493.1623505	1	1	1	1	1	8.59168852421	1	1	1	1
4502	2	1	1	226	1	1	12498.7054076	12518.0507857	1	1	1	1	1	11.2075848216	1	1	1	1
4503	3	1	1	226	1	1	12500.693533	12491.7991317	1	1	1	1	1	11.3753970128	1	1	1	1
4504	4	1	1	226	1	1	12497.1437464	12505.6524504	1	1	1	1	1	13.6851946159	1	1	1	1
4505	5	1	1	226	1	1	12501.9092381	12514.3324327	1	1	1	1	1	8.77021873934	1	1	1	1
4506	6	1	1	226	1	1	12508.6030535	12507.8914286	1	1	1	1	1	10.289938842	1	1	1	1
4507	7	1	1	226	1	1	12500.4930288	12497.6544025	1	1	1	1	1	10.8056887387	1	1	1	1
4508	8	1	1	226	1	1	12509.7415655	12509.6292158	1	1	1	1	1	9.71771793961	1	1	1	1
4509	9	1	1	226	1	1	12508.2991672	12506.3229299	1	1	1	1	1	11.4656504857	1	1	1	1
4510	10	1	1	226	1	1	12497.181892	12499.2825888	1	1	1	1	1	11.8845990078	1	1	1	1
4511	1	1	2	226	1	1	12513.2507888	12508.0417494	1	1	1	1	1	8.56141237102	1	1	1	1
4512	2	1	2	226	1	1	12510.0778789	12497.708295	1	1	1	1	1	10.8493515997	1	1	1	1
4513	3	1	2	226	1	1	12513.1852642	12506.7044699	1	1	1	1	1	8.20507753153	1	1	1	1
4514	4	1	2	226	1	1	12497.8937807	12504.7713081	1	1	1	1	1	12.1034901987	1	1	1	1
4515	5	1	2	226	1	1	12517.3256312	12483.4877284	1	1	1	1	1	9.5984136488	1	1	1	1
4516	6	1	2	226	1	1	12514.6446681	12492.9822369	1	1	1	1	1	10.7172376525	1	1	1	1
4517	7	1	2	226	1	1	12519.73366	12498.3814878	1	1	1	1	1	8.98477237517	1	1	1	1
4518	8	1	2	226	1	1	12504.4227011	12481.4794695	1	1	1	1	1	11.0086611536	1	1	1	1
4519	9	1	2	226	1	1	12508.9474528	12479.8631504	1	1	1	1	1	10.2629503894	1	1	1	1
4520	10	1	2	226	1	1	12513.725758	12484.579392	1	1	1	1	1	9.78269732158	1	1	1	1
4521	1	1	1	227	1	1	12500.8770926	12494.6765928	1	1	1	1	1	6.69409983016	1	1	1	1
4522	2	1	1	227	1	1	12500.7712232	12494.6130036	1	1	1	1	1	9.24657653357	1	1	1	1
4523	3	1	1	227	1	1	12490.3479086	12498.5892784	1	1	1	1	1	8.46638761213	1	1	1	1
4524	4	1	1	227	1	1	12499.7489642	12500.4353392	1	1	1	1	1	6.10063239289	1	1	1	1
4525	5	1	1	227	1	1	12484.9467754	12514.9735111	1	1	1	1	1	12.0374260745	1	1	1	1
4526	6	1	1	227	1	1	12502.9424796	12498.1082908	1	1	1	1	1	10.0399504921	1	1	1	1
4527	7	1	1	227	1	1	12528.9375604	12511.0727158	1	1	1	1	1	12.8401686591	1	1	1	1
4528	8	1	1	227	1	1	12497.4900152	12500.7836956	1	1	1	1	1	13.3128584977	1	1	1	1
4529	9	1	1	227	1	1	12503.2313978	12491.6469667	1	1	1	1	1	9.62272342174	1	1	1	1
4530	10	1	1	227	1	1	12491.6402633	12491.4398129	1	1	1	1	1	9.43095496079	1	1	1	1
4531	1	1	2	227	1	1	12494.3251673	12490.4430923	1	1	1	1	1	10.8625645206	1	1	1	1
4532	2	1	2	227	1	1	12502.4669175	12495.5091591	1	1	1	1	1	7.58525766993	1	1	1	1
4533	3	1	2	227	1	1	12516.4121163	12510.214906	1	1	1	1	1	10.2078905993	1	1	1	1
4534	4	1	2	227	1	1	12507.1906962	12499.3822955	1	1	1	1	1	8.59996567351	1	1	1	1
4535	5	1	2	227	1	1	12507.3684859	12506.6342431	1	1	1	1	1	7.92016340604	1	1	1	1
4536	6	1	2	227	1	1	12509.6426745	12486.7774557	1	1	1	1	1	7.82219799626	1	1	1	1
4537	7	1	2	227	1	1	12500.6643462	12499.4222053	1	1	1	1	1	6.66568934699	1	1	1	1
4538	8	1	2	227	1	1	12505.1212302	12508.4530735	1	1	1	1	1	10.1108989951	1	1	1	1
4539	9	1	2	227	1	1	12514.4333433	12479.4781187	1	1	1	1	1	12.6171770173	1	1	1	1
4540	10	1	2	227	1	1	12518.3753689	12489.5800802	1	1	1	1	1	10.3805775714	1	1	1	1
4541	1	1	1	228	1	1	12497.52077	12494.1235008	1	1	1	1	1	7.91723142064	1	1	1	1
4542	2	1	1	228	1	1	12500.6379149	12504.9371871	1	1	1	1	1	7.73740585669	1	1	1	1
4543	3	1	1	228	1	1	12489.6010253	12506.4158448	1	1	1	1	1	10.6790338273	1	1	1	1
4544	4	1	1	228	1	1	12506.2505901	12506.3423002	1	1	1	1	1	8.20552832839	1	1	1	1
4545	5	1	1	228	1	1	12497.5186204	12486.7717933	1	1	1	1	1	9.09120637487	1	1	1	1
4546	6	1	1	228	1	1	12499.5764289	12494.6237987	1	1	1	1	1	11.7901536429	1	1	1	1
4547	7	1	1	228	1	1	12492.7896499	12491.1857818	1	1	1	1	1	8.49962956006	1	1	1	1
4548	8	1	1	228	1	1	12500.1262516	12502.0487448	1	1	1	1	1	8.74724444233	1	1	1	1
4549	9	1	1	228	1	1	12504.2595522	12490.6414433	1	1	1	1	1	9.3982211902	1	1	1	1
4550	10	1	1	228	1	1	12475.3063093	12494.124655	1	1	1	1	1	11.9184257671	1	1	1	1
4551	1	1	2	228	1	1	12518.2852071	12492.1009231	1	1	1	1	1	10.3410786971	1	1	1	1
4552	2	1	2	228	1	1	12492.6272895	12504.3608412	1	1	1	1	1	11.2167825512	1	1	1	1
4553	3	1	2	228	1	1	12511.6773096	12501.3052789	1	1	1	1	1	11.5488659219	1	1	1	1
4554	4	1	2	228	1	1	12514.2754413	12489.6711658	1	1	1	1	1	9.27149615985	1	1	1	1
4555	5	1	2	228	1	1	12513.3018472	12486.4864841	1	1	1	1	1	9.84100844612	1	1	1	1
4556	6	1	2	228	1	1	12504.0052318	12497.2918104	1	1	1	1	1	7.44271530016	1	1	1	1
4557	7	1	2	228	1	1	12523.0497465	12504.9767527	1	1	1	1	1	9.89808451202	1	1	1	1
4558	8	1	2	228	1	1	12510.9028013	12484.8758629	1	1	1	1	1	8.00954729528	1	1	1	1
4559	9	1	2	228	1	1	12513.9503479	12503.7638134	1	1	1	1	1	9.58203839754	1	1	1	1
4560	10	1	2	228	1	1	12495.1278617	12487.5182808	1	1	1	1	1	11.7903960489	1	1	1	1
4561	1	1	1	229	1	1	12482.0584573	12513.1451551	1	1	1	1	1	13.6559520234	1	1	1	1
4562	2	1	1	229	1	1	12508.7808904	12500.5856238	1	1	1	1	1	10.8628798307	1	1	1	1
4563	3	1	1	229	1	1	12505.2413456	12502.8711534	1	1	1	1	1	8.08070092983	1	1	1	1
4564	4	1	1	229	1	1	12497.9990239	12504.5462811	1	1	1	1	1	11.8513837688	1	1	1	1
4565	5	1	1	229	1	1	12489.9081036	12513.9271618	1	1	1	1	1	9.21200217285	1	1	1	1
4566	6	1	1	229	1	1	12484.0856263	12498.3923596	1	1	1	1	1	11.0975816721	1	1	1	1
4567	7	1	1	229	1	1	12494.1104629	12501.2668298	1	1	1	1	1	11.3179923827	1	1	1	1
4568	8	1	1	229	1	1	12486.4472377	12495.1261463	1	1	1	1	1	8.66226292619	1	1	1	1
4569	9	1	1	229	1	1	12484.7924735	12497.3317641	1	1	1	1	1	8.41749323058	1	1	1	1
4570	10	1	1	229	1	1	12512.0888215	12488.8132901	1	1	1	1	1	10.5697758325	1	1	1	1
4571	1	1	2	229	1	1	12520.9802155	12491.0026713	1	1	1	1	1	12.161113995	1	1	1	1
4572	2	1	2	229	1	1	12521.3598406	12506.3960418	1	1	1	1	1	10.6950900727	1	1	1	1
4573	3	1	2	229	1	1	12508.5284021	12496.2787228	1	1	1	1	1	10.3711373733	1	1	1	1
4574	4	1	2	229	1	1	12504.2180156	12497.4043591	1	1	1	1	1	9.57617210881	1	1	1	1
4575	5	1	2	229	1	1	12507.8134272	12504.8334055	1	1	1	1	1	8.8823444384	1	1	1	1
