application_id: 6	name: MCS_distance_10_frames_10_numberofspots_1000_sigmamean_10.0_sigmastd_3.33333333333_sample-heterogeneity_2.0_0.txt	filepath: /Volumes/sniekamp/TIRF-Data/20170123_Nanoruler/20170123_40nm_20x20beads_1	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x	y	intensity	background	width	a	theta	sigma	intensity_aperture	background_aperture	intensity_ratio	m_sigma	integral_aperture_sigma
3953	4	1	1	953	1	1	12502.2996599	12506.7945914	1	1	1	1	1	8.44347012119	1	1	1	8.44347012119	8.44347012119
3954	4	1	1	954	1	1	12506.1395869	12496.5916472	1	1	1	1	1	8.23796425163	1	1	1	8.23796425163	8.23796425163
3955	4	1	1	955	1	1	12500.761825	12500.8115035	1	1	1	1	1	5.51083807562	1	1	1	5.51083807562	5.51083807562
3956	4	1	1	956	1	1	12497.2849206	12509.4668354	1	1	1	1	1	10.1838888564	1	1	1	10.1838888564	10.1838888564
3957	4	1	1	957	1	1	12502.2733881	12503.4233021	1	1	1	1	1	6.38064127426	1	1	1	6.38064127426	6.38064127426
3958	4	1	1	958	1	1	12502.4348415	12513.5364935	1	1	1	1	1	11.4945281135	1	1	1	11.4945281135	11.4945281135
3959	4	1	1	959	1	1	12476.615907	12485.5234177	1	1	1	1	1	12.3897562552	1	1	1	12.3897562552	12.3897562552
3960	4	1	1	960	1	1	12507.0204268	12518.1006438	1	1	1	1	1	9.02227026305	1	1	1	9.02227026305	9.02227026305
3961	4	1	1	961	1	1	12502.5522415	12502.9246077	1	1	1	1	1	8.71604272749	1	1	1	8.71604272749	8.71604272749
3962	4	1	1	962	1	1	12491.8866298	12485.2998443	1	1	1	1	1	5.59705361037	1	1	1	5.59705361037	5.59705361037
3963	4	1	1	963	1	1	12516.6246066	12494.5857096	1	1	1	1	1	8.52825295736	1	1	1	8.52825295736	8.52825295736
3964	4	1	1	964	1	1	12488.5952806	12514.424586	1	1	1	1	1	11.8058071098	1	1	1	11.8058071098	11.8058071098
3965	4	1	1	965	1	1	12503.9187991	12500.1372384	1	1	1	1	1	10.3520975204	1	1	1	10.3520975204	10.3520975204
3966	4	1	1	966	1	1	12510.0141147	12497.1645032	1	1	1	1	1	8.95989908141	1	1	1	8.95989908141	8.95989908141
3967	4	1	1	967	1	1	12511.6207437	12516.5161352	1	1	1	1	1	13.5141432822	1	1	1	13.5141432822	13.5141432822
3968	4	1	1	968	1	1	12497.2411757	12507.157741	1	1	1	1	1	4.61681858976	1	1	1	4.61681858976	4.61681858976
3969	4	1	1	969	1	1	12487.0285166	12505.9364336	1	1	1	1	1	6.85357475831	1	1	1	6.85357475831	6.85357475831
3970	4	1	1	970	1	1	12513.7150379	12492.7749678	1	1	1	1	1	9.73919863776	1	1	1	9.73919863776	9.73919863776
3971	4	1	1	971	1	1	12519.7847528	12505.4851131	1	1	1	1	1	10.366894371	1	1	1	10.366894371	10.366894371
3972	4	1	1	972	1	1	12490.4582298	12502.6340106	1	1	1	1	1	4.02753553177	1	1	1	4.02753553177	4.02753553177
3973	4	1	1	973	1	1	12506.9355614	12506.4302825	1	1	1	1	1	12.6749961667	1	1	1	12.6749961667	12.6749961667
3974	4	1	1	974	1	1	12490.6672636	12495.060654	1	1	1	1	1	9.29329326838	1	1	1	9.29329326838	9.29329326838
3975	4	1	1	975	1	1	12507.6993633	12500.8057763	1	1	1	1	1	6.04820840684	1	1	1	6.04820840684	6.04820840684
3976	4	1	1	976	1	1	12488.4750373	12494.6049973	1	1	1	1	1	6.82086118924	1	1	1	6.82086118924	6.82086118924
3977	4	1	1	977	1	1	12503.2958681	12503.9551394	1	1	1	1	1	6.83304084945	1	1	1	6.83304084945	6.83304084945
3978	4	1	1	978	1	1	12509.519843	12496.3080167	1	1	1	1	1	8.69399327369	1	1	1	8.69399327369	8.69399327369
3979	4	1	1	979	1	1	12519.9164806	12488.2834788	1	1	1	1	1	10.7637866458	1	1	1	10.7637866458	10.7637866458
3980	4	1	1	980	1	1	12491.1845178	12504.9846962	1	1	1	1	1	4.42055966023	1	1	1	4.42055966023	4.42055966023
3981	4	1	1	981	1	1	12481.5350153	12472.8274212	1	1	1	1	1	11.5037475428	1	1	1	11.5037475428	11.5037475428
3982	4	1	1	982	1	1	12496.3218909	12495.9504758	1	1	1	1	1	11.2976897273	1	1	1	11.2976897273	11.2976897273
3983	4	1	1	983	1	1	12507.9342523	12495.2626376	1	1	1	1	1	21.7243623051	1	1	1	21.7243623051	21.7243623051
3984	4	1	1	984	1	1	12495.0402473	12492.0890206	1	1	1	1	1	8.43330545397	1	1	1	8.43330545397	8.43330545397
3985	4	1	1	985	1	1	12494.6775348	12492.1433803	1	1	1	1	1	8.44046720469	1	1	1	8.44046720469	8.44046720469
3986	4	1	1	986	1	1	12510.8981141	12509.5875175	1	1	1	1	1	16.6164533933	1	1	1	16.6164533933	16.6164533933
3987	4	1	1	987	1	1	12493.4056882	12487.6657717	1	1	1	1	1	11.7506621401	1	1	1	11.7506621401	11.7506621401
3988	4	1	1	988	1	1	12507.504111	12499.1637774	1	1	1	1	1	10.1917293112	1	1	1	10.1917293112	10.1917293112
3989	4	1	1	989	1	1	12524.6707277	12484.4695303	1	1	1	1	1	11.7236582265	1	1	1	11.7236582265	11.7236582265
3990	4	1	1	990	1	1	12482.7154725	12506.4744364	1	1	1	1	1	9.84007966928	1	1	1	9.84007966928	9.84007966928
3991	4	1	1	991	1	1	12499.3708476	12501.7522849	1	1	1	1	1	10.3277415651	1	1	1	10.3277415651	10.3277415651
3992	4	1	1	992	1	1	12491.5224381	12505.1713163	1	1	1	1	1	10.1267773462	1	1	1	10.1267773462	10.1267773462
3993	4	1	1	993	1	1	12514.7675866	12490.4413595	1	1	1	1	1	9.97855223679	1	1	1	9.97855223679	9.97855223679
3994	4	1	1	994	1	1	12486.8242844	12487.0856005	1	1	1	1	1	16.3472750393	1	1	1	16.3472750393	16.3472750393
3995	4	1	1	995	1	1	12498.2585532	12480.481389	1	1	1	1	1	7.80432751057	1	1	1	7.80432751057	7.80432751057
3996	4	1	1	996	1	1	12508.0724493	12511.1822862	1	1	1	1	1	12.8732496107	1	1	1	12.8732496107	12.8732496107
3997	4	1	1	997	1	1	12505.49703	12496.3566605	1	1	1	1	1	4.71605610076	1	1	1	4.71605610076	4.71605610076
3998	4	1	1	998	1	1	12496.8406304	12502.2749278	1	1	1	1	1	9.46831604862	1	1	1	9.46831604862	9.46831604862
3999	4	1	1	999	1	1	12501.6977798	12491.5309692	1	1	1	1	1	7.35499932415	1	1	1	7.35499932415	7.35499932415
4000	4	1	1	1000	1	1	12488.1736699	12509.8739954	1	1	1	1	1	11.8711033495	1	1	1	11.8711033495	11.8711033495
4001	5	1	1	1	1	1	12497.33086	12505.358033	1	1	1	1	1	12.8539117384	1	1	1	12.8539117384	12.8539117384
4002	5	1	1	2	1	1	12508.5123635	12501.0491332	1	1	1	1	1	14.696518776	1	1	1	14.696518776	14.696518776
4003	5	1	1	3	1	1	12486.9200967	12491.3461354	1	1	1	1	1	11.7657850898	1	1	1	11.7657850898	11.7657850898
4004	5	1	1	4	1	1	12499.8930984	12475.192612	1	1	1	1	1	14.3059600372	1	1	1	14.3059600372	14.3059600372
4005	5	1	1	5	1	1	12508.6779097	12508.2123053	1	1	1	1	1	9.17059439899	1	1	1	9.17059439899	9.17059439899
4006	5	1	1	6	1	1	12505.1593258	12508.4319868	1	1	1	1	1	4.1963555957	1	1	1	4.1963555957	4.1963555957
4007	5	1	1	7	1	1	12503.8734983	12502.3818094	1	1	1	1	1	12.4619709263	1	1	1	12.4619709263	12.4619709263
4008	5	1	1	8	1	1	12486.8610282	12507.4150582	1	1	1	1	1	6.26675451506	1	1	1	6.26675451506	6.26675451506
4009	5	1	1	9	1	1	12486.4162977	12500.1781343	1	1	1	1	1	17.0221248083	1	1	1	17.0221248083	17.0221248083
4010	5	1	1	10	1	1	12491.9235581	12510.8692174	1	1	1	1	1	10.2165593574	1	1	1	10.2165593574	10.2165593574
4011	5	1	1	11	1	1	12496.5107125	12512.395786	1	1	1	1	1	11.3863528685	1	1	1	11.3863528685	11.3863528685
4012	5	1	1	12	1	1	12517.1275721	12495.0122795	1	1	1	1	1	9.6342156384	1	1	1	9.6342156384	9.6342156384
4013	5	1	1	13	1	1	12495.3727938	12491.0615266	1	1	1	1	1	7.85486760535	1	1	1	7.85486760535	7.85486760535
4014	5	1	1	14	1	1	12498.5209732	12500.6014606	1	1	1	1	1	8.8288013209	1	1	1	8.8288013209	8.8288013209
4015	5	1	1	15	1	1	12510.5876702	12498.8347014	1	1	1	1	1	7.02537496522	1	1	1	7.02537496522	7.02537496522
4016	5	1	1	16	1	1	12497.6961375	12493.877523	1	1	1	1	1	4.26609012654	1	1	1	4.26609012654	4.26609012654
4017	5	1	1	17	1	1	12485.8713027	12499.7280006	1	1	1	1	1	7.07163404235	1	1	1	7.07163404235	7.07163404235
4018	5	1	1	18	1	1	12514.7929268	12487.7418423	1	1	1	1	1	11.4581149297	1	1	1	11.4581149297	11.4581149297
4019	5	1	1	19	1	1	12509.1894451	12515.4603619	1	1	1	1	1	13.6941100616	1	1	1	13.6941100616	13.6941100616
4020	5	1	1	20	1	1	12501.306102	12493.273849	1	1	1	1	1	13.7903322929	1	1	1	13.7903322929	13.7903322929
4021	5	1	1	21	1	1	12498.9878469	12504.9512815	1	1	1	1	1	7.03782585816	1	1	1	7.03782585816	7.03782585816
4022	5	1	1	22	1	1	12496.6334582	12504.6678563	1	1	1	1	1	8.1388824297	1	1	1	8.1388824297	8.1388824297
4023	5	1	1	23	1	1	12497.3385582	12500.9157055	1	1	1	1	1	6.15669945946	1	1	1	6.15669945946	6.15669945946
4024	5	1	1	24	1	1	12501.6985472	12484.1430883	1	1	1	1	1	12.0680899688	1	1	1	12.0680899688	12.0680899688
4025	5	1	1	25	1	1	12502.5210561	12501.2324804	1	1	1	1	1	7.96710527011	1	1	1	7.96710527011	7.96710527011
4026	5	1	1	26	1	1	12497.7315582	12494.6246008	1	1	1	1	1	4.88120844836	1	1	1	4.88120844836	4.88120844836
4027	5	1	1	27	1	1	12510.152223	12497.4013411	1	1	1	1	1	10.7003659362	1	1	1	10.7003659362	10.7003659362
4028	5	1	1	28	1	1	12508.5430198	12500.4023086	1	1	1	1	1	7.58620538474	1	1	1	7.58620538474	7.58620538474
4029	5	1	1	29	1	1	12493.0439449	12501.4005793	1	1	1	1	1	12.5802702173	1	1	1	12.5802702173	12.5802702173
4030	5	1	1	30	1	1	12496.7469726	12495.1220559	1	1	1	1	1	16.0517208647	1	1	1	16.0517208647	16.0517208647
4031	5	1	1	31	1	1	12506.5723578	12493.8102869	1	1	1	1	1	5.43582738499	1	1	1	5.43582738499	5.43582738499
4032	5	1	1	32	1	1	12489.2026282	12487.6641806	1	1	1	1	1	10.3671890567	1	1	1	10.3671890567	10.3671890567
4033	5	1	1	33	1	1	12501.4163247	12508.297094	1	1	1	1	1	15.4988335739	1	1	1	15.4988335739	15.4988335739
4034	5	1	1	34	1	1	12501.4397624	12509.2418253	1	1	1	1	1	8.70257681869	1	1	1	8.70257681869	8.70257681869
4035	5	1	1	35	1	1	12504.6926104	12507.6225486	1	1	1	1	1	9.83537668313	1	1	1	9.83537668313	9.83537668313
4036	5	1	1	36	1	1	12501.7841478	12496.876533	1	1	1	1	1	9.06712060226	1	1	1	9.06712060226	9.06712060226
4037	5	1	1	37	1	1	12490.4886079	12500.7785289	1	1	1	1	1	9.50145258989	1	1	1	9.50145258989	9.50145258989
4038	5	1	1	38	1	1	12511.2173762	12497.4921868	1	1	1	1	1	11.5940647474	1	1	1	11.5940647474	11.5940647474
4039	5	1	1	39	1	1	12511.852259	12491.4913574	1	1	1	1	1	10.8175707516	1	1	1	10.8175707516	10.8175707516
4040	5	1	1	40	1	1	12502.8069574	12507.6300869	1	1	1	1	1	4.75129948375	1	1	1	4.75129948375	4.75129948375
4041	5	1	1	41	1	1	12496.8060453	12511.3684346	1	1	1	1	1	17.5509470409	1	1	1	17.5509470409	17.5509470409
4042	5	1	1	42	1	1	12501.1237547	12501.7835078	1	1	1	1	1	9.50689109389	1	1	1	9.50689109389	9.50689109389
4043	5	1	1	43	1	1	12513.8717003	12497.9536913	1	1	1	1	1	13.9321973701	1	1	1	13.9321973701	13.9321973701
4044	5	1	1	44	1	1	12500.4134827	12496.026818	1	1	1	1	1	6.63488754829	1	1	1	6.63488754829	6.63488754829
4045	5	1	1	45	1	1	12508.5520447	12498.8224995	1	1	1	1	1	5.29828944305	1	1	1	5.29828944305	5.29828944305
4046	5	1	1	46	1	1	12498.5844843	12500.372893	1	1	1	1	1	11.6106572637	1	1	1	11.6106572637	11.6106572637
4047	5	1	1	47	1	1	12507.6295513	12502.5858797	1	1	1	1	1	11.0831664719	1	1	1	11.0831664719	11.0831664719
4048	5	1	1	48	1	1	12484.6239928	12496.1923714	1	1	1	1	1	9.31457810329	1	1	1	9.31457810329	9.31457810329
4049	5	1	1	49	1	1	12490.9995747	12506.4961698	1	1	1	1	1	11.0553200526	1	1	1	11.0553200526	11.0553200526
4050	5	1	1	50	1	1	12491.7128598	12495.6426049	1	1	1	1	1	11.335240382	1	1	1	11.335240382	11.335240382
4051	5	1	1	51	1	1	12499.4207817	12501.0033421	1	1	1	1	1	7.5763052212	1	1	1	7.5763052212	7.5763052212
4052	5	1	1	52	1	1	12494.0221812	12497.0905549	1	1	1	1	1	7.10954591769	1	1	1	7.10954591769	7.10954591769
4053	5	1	1	53	1	1	12492.910729	12492.8891967	1	1	1	1	1	12.1301877403	1	1	1	12.1301877403	12.1301877403
4054	5	1	1	54	1	1	12505.4465035	12493.3272866	1	1	1	1	1	4.2392620832	1	1	1	4.2392620832	4.2392620832
4055	5	1	1	55	1	1	12496.226915	12505.1279199	1	1	1	1	1	8.42604167626	1	1	1	8.42604167626	8.42604167626
4056	5	1	1	56	1	1	12500.9529427	12505.2448537	1	1	1	1	1	11.805052271	1	1	1	11.805052271	11.805052271
4057	5	1	1	57	1	1	12495.0380528	12493.7603112	1	1	1	1	1	8.59559449946	1	1	1	8.59559449946	8.59559449946
4058	5	1	1	58	1	1	12503.9685756	12504.9595654	1	1	1	1	1	8.39729118192	1	1	1	8.39729118192	8.39729118192
4059	5	1	1	59	1	1	12498.2911284	12499.9218274	1	1	1	1	1	6.16197646505	1	1	1	6.16197646505	6.16197646505
4060	5	1	1	60	1	1	12511.8480417	12502.7756832	1	1	1	1	1	5.33711121863	1	1	1	5.33711121863	5.33711121863
4061	5	1	1	61	1	1	12504.02899	12502.7532594	1	1	1	1	1	7.3674362476	1	1	1	7.3674362476	7.3674362476
4062	5	1	1	62	1	1	12494.7112911	12495.4578117	1	1	1	1	1	19.0188186023	1	1	1	19.0188186023	19.0188186023
4063	5	1	1	63	1	1	12494.3322012	12489.073049	1	1	1	1	1	7.59938568919	1	1	1	7.59938568919	7.59938568919
4064	5	1	1	64	1	1	12495.9920514	12496.8327095	1	1	1	1	1	14.108600737	1	1	1	14.108600737	14.108600737
4065	5	1	1	65	1	1	12494.3157925	12537.3831204	1	1	1	1	1	16.8646026169	1	1	1	16.8646026169	16.8646026169
4066	5	1	1	66	1	1	12494.2147542	12518.5861106	1	1	1	1	1	9.37147878617	1	1	1	9.37147878617	9.37147878617
4067	5	1	1	67	1	1	12508.1695702	12489.6895752	1	1	1	1	1	15.7189643256	1	1	1	15.7189643256	15.7189643256
4068	5	1	1	68	1	1	12491.2343126	12488.9440415	1	1	1	1	1	11.0277158143	1	1	1	11.0277158143	11.0277158143
4069	5	1	1	69	1	1	12501.0957535	12502.8382906	1	1	1	1	1	8.07825639385	1	1	1	8.07825639385	8.07825639385
4070	5	1	1	70	1	1	12499.2934722	12500.3536612	1	1	1	1	1	6.93889239603	1	1	1	6.93889239603	6.93889239603
4071	5	1	1	71	1	1	12499.6999053	12495.7755546	1	1	1	1	1	11.3466246213	1	1	1	11.3466246213	11.3466246213
4072	5	1	1	72	1	1	12511.2743451	12504.136317	1	1	1	1	1	12.7925876312	1	1	1	12.7925876312	12.7925876312
4073	5	1	1	73	1	1	12501.232052	12498.6351534	1	1	1	1	1	6.91503411833	1	1	1	6.91503411833	6.91503411833
4074	5	1	1	74	1	1	12524.729161	12494.3869351	1	1	1	1	1	12.4219812971	1	1	1	12.4219812971	12.4219812971
4075	5	1	1	75	1	1	12508.5869338	12492.4869692	1	1	1	1	1	8.00917650973	1	1	1	8.00917650973	8.00917650973
4076	5	1	1	76	1	1	12511.032074	12512.0776638	1	1	1	1	1	11.2490070643	1	1	1	11.2490070643	11.2490070643
4077	5	1	1	77	1	1	12504.2457469	12498.3781118	1	1	1	1	1	8.80141007827	1	1	1	8.80141007827	8.80141007827
4078	5	1	1	78	1	1	12494.4706674	12491.1464311	1	1	1	1	1	12.1626046766	1	1	1	12.1626046766	12.1626046766
4079	5	1	1	79	1	1	12505.3308502	12509.5603104	1	1	1	1	1	13.2296734652	1	1	1	13.2296734652	13.2296734652
4080	5	1	1	80	1	1	12500.4647737	12499.7270359	1	1	1	1	1	4.38337409363	1	1	1	4.38337409363	4.38337409363
4081	5	1	1	81	1	1	12499.912027	12504.0958054	1	1	1	1	1	5.64714385498	1	1	1	5.64714385498	5.64714385498
4082	5	1	1	82	1	1	12511.873504	12504.2100082	1	1	1	1	1	10.4467993998	1	1	1	10.4467993998	10.4467993998
4083	5	1	1	83	1	1	12496.334004	12475.742167	1	1	1	1	1	14.8659470861	1	1	1	14.8659470861	14.8659470861
4084	5	1	1	84	1	1	12501.8858735	12495.852017	1	1	1	1	1	6.76261615001	1	1	1	6.76261615001	6.76261615001
4085	5	1	1	85	1	1	12461.4062552	12488.8371135	1	1	1	1	1	14.4546145671	1	1	1	14.4546145671	14.4546145671
4086	5	1	1	86	1	1	12510.1076623	12512.5352354	1	1	1	1	1	13.6891532026	1	1	1	13.6891532026	13.6891532026
4087	5	1	1	87	1	1	12507.1984003	12499.059991	1	1	1	1	1	9.59493766293	1	1	1	9.59493766293	9.59493766293
4088	5	1	1	88	1	1	12500.2303721	12497.0667822	1	1	1	1	1	6.19315349528	1	1	1	6.19315349528	6.19315349528
4089	5	1	1	89	1	1	12507.2851319	12507.6934114	1	1	1	1	1	6.27314759198	1	1	1	6.27314759198	6.27314759198
4090	5	1	1	90	1	1	12492.5372419	12486.1510887	1	1	1	1	1	15.4770685002	1	1	1	15.4770685002	15.4770685002
4091	5	1	1	91	1	1	12515.6796109	12496.4447163	1	1	1	1	1	24.5301141889	1	1	1	24.5301141889	24.5301141889
4092	5	1	1	92	1	1	12508.453121	12481.7335939	1	1	1	1	1	7.32568363593	1	1	1	7.32568363593	7.32568363593
4093	5	1	1	93	1	1	12501.1519279	12515.9539295	1	1	1	1	1	10.038770908	1	1	1	10.038770908	10.038770908
4094	5	1	1	94	1	1	12485.7884227	12501.2959273	1	1	1	1	1	9.48276122968	1	1	1	9.48276122968	9.48276122968
4095	5	1	1	95	1	1	12500.8868693	12501.275709	1	1	1	1	1	8.26070087876	1	1	1	8.26070087876	8.26070087876
4096	5	1	1	96	1	1	12505.0188347	12507.3203679	1	1	1	1	1	8.10891321028	1	1	1	8.10891321028	8.10891321028
4097	5	1	1	97	1	1	12501.0704326	12496.1494126	1	1	1	1	1	7.33580902258	1	1	1	7.33580902258	7.33580902258
4098	5	1	1	98	1	1	12510.6574571	12508.4902996	1	1	1	1	1	8.85699249744	1	1	1	8.85699249744	8.85699249744
4099	5	1	1	99	1	1	12499.8964864	12495.5589919	1	1	1	1	1	8.08331855317	1	1	1	8.08331855317	8.08331855317
4100	5	1	1	100	1	1	12483.1854585	12496.4943085	1	1	1	1	1	11.9037784135	1	1	1	11.9037784135	11.9037784135
4101	5	1	1	101	1	1	12525.0591167	12506.3092597	1	1	1	1	1	13.5620678887	1	1	1	13.5620678887	13.5620678887
4102	5	1	1	102	1	1	12495.8511664	12500.5661427	1	1	1	1	1	3.25871291234	1	1	1	3.25871291234	3.25871291234
4103	5	1	1	103	1	1	12503.9025698	12468.9453332	1	1	1	1	1	17.723985409	1	1	1	17.723985409	17.723985409
4104	5	1	1	104	1	1	12495.5750418	12493.5011799	1	1	1	1	1	11.3155309063	1	1	1	11.3155309063	11.3155309063
4105	5	1	1	105	1	1	12480.3323746	12509.0444207	1	1	1	1	1	12.9846533222	1	1	1	12.9846533222	12.9846533222
4106	5	1	1	106	1	1	12495.4972845	12523.4913698	1	1	1	1	1	14.2582617432	1	1	1	14.2582617432	14.2582617432
4107	5	1	1	107	1	1	12513.3595683	12501.8575117	1	1	1	1	1	12.2077354084	1	1	1	12.2077354084	12.2077354084
4108	5	1	1	108	1	1	12471.8053853	12515.0262737	1	1	1	1	1	11.238395321	1	1	1	11.238395321	11.238395321
4109	5	1	1	109	1	1	12516.8100512	12458.8640584	1	1	1	1	1	15.7361772264	1	1	1	15.7361772264	15.7361772264
4110	5	1	1	110	1	1	12497.5496488	12492.1196999	1	1	1	1	1	6.27917274321	1	1	1	6.27917274321	6.27917274321
4111	5	1	1	111	1	1	12502.1879279	12509.2445804	1	1	1	1	1	12.8060104759	1	1	1	12.8060104759	12.8060104759
4112	5	1	1	112	1	1	12509.9660712	12500.3506145	1	1	1	1	1	5.16816911409	1	1	1	5.16816911409	5.16816911409
4113	5	1	1	113	1	1	12497.544913	12495.4755606	1	1	1	1	1	5.61769259547	1	1	1	5.61769259547	5.61769259547
4114	5	1	1	114	1	1	12505.4720641	12498.2885467	1	1	1	1	1	10.731170102	1	1	1	10.731170102	10.731170102
4115	5	1	1	115	1	1	12517.4926389	12489.9035603	1	1	1	1	1	15.0668970697	1	1	1	15.0668970697	15.0668970697
4116	5	1	1	116	1	1	12501.3384408	12500.5007586	1	1	1	1	1	4.07746074152	1	1	1	4.07746074152	4.07746074152
4117	5	1	1	117	1	1	12487.5517305	12502.3196112	1	1	1	1	1	8.46023527819	1	1	1	8.46023527819	8.46023527819
4118	5	1	1	118	1	1	12493.2474038	12498.1230595	1	1	1	1	1	5.84433821572	1	1	1	5.84433821572	5.84433821572
4119	5	1	1	119	1	1	12512.826814	12510.1123449	1	1	1	1	1	9.78036119315	1	1	1	9.78036119315	9.78036119315
4120	5	1	1	120	1	1	12503.8746652	12506.4007097	1	1	1	1	1	10.997760553	1	1	1	10.997760553	10.997760553
4121	5	1	1	121	1	1	12502.7095469	12496.7666345	1	1	1	1	1	5.3795071108	1	1	1	5.3795071108	5.3795071108
4122	5	1	1	122	1	1	12500.9145933	12498.66796	1	1	1	1	1	5.98622404812	1	1	1	5.98622404812	5.98622404812
4123	5	1	1	123	1	1	12496.998641	12494.5879878	1	1	1	1	1	13.0320869851	1	1	1	13.0320869851	13.0320869851
4124	5	1	1	124	1	1	12503.7961627	12509.8948595	1	1	1	1	1	14.9513212931	1	1	1	14.9513212931	14.9513212931
4125	5	1	1	125	1	1	12493.1927713	12499.0236031	1	1	1	1	1	5.37114161586	1	1	1	5.37114161586	5.37114161586
4126	5	1	1	126	1	1	12488.2513592	12517.2742581	1	1	1	1	1	15.9296671546	1	1	1	15.9296671546	15.9296671546
4127	5	1	1	127	1	1	12511.7490322	12475.9452303	1	1	1	1	1	11.5696311486	1	1	1	11.5696311486	11.5696311486
4128	5	1	1	128	1	1	12499.364634	12494.1140107	1	1	1	1	1	9.15103030383	1	1	1	9.15103030383	9.15103030383
4129	5	1	1	129	1	1	12496.8747532	12507.0828127	1	1	1	1	1	4.35437496416	1	1	1	4.35437496416	4.35437496416
4130	5	1	1	130	1	1	12499.0768508	12492.4862392	1	1	1	1	1	7.64146747135	1	1	1	7.64146747135	7.64146747135
4131	5	1	1	131	1	1	12498.2168128	12503.9992836	1	1	1	1	1	7.16164368464	1	1	1	7.16164368464	7.16164368464
4132	5	1	1	132	1	1	12493.3308348	12507.9703799	1	1	1	1	1	9.58683881601	1	1	1	9.58683881601	9.58683881601
4133	5	1	1	133	1	1	12495.0505885	12495.7162498	1	1	1	1	1	4.32973147757	1	1	1	4.32973147757	4.32973147757
4134	5	1	1	134	1	1	12511.8691999	12506.6714068	1	1	1	1	1	16.8989884287	1	1	1	16.8989884287	16.8989884287
4135	5	1	1	135	1	1	12496.0388763	12506.537577	1	1	1	1	1	10.0057139706	1	1	1	10.0057139706	10.0057139706
4136	5	1	1	136	1	1	12499.5598057	12506.0676344	1	1	1	1	1	12.8472129425	1	1	1	12.8472129425	12.8472129425
4137	5	1	1	137	1	1	12507.8333904	12500.5210896	1	1	1	1	1	8.9944703125	1	1	1	8.9944703125	8.9944703125
4138	5	1	1	138	1	1	12506.7267498	12502.5600081	1	1	1	1	1	10.2404813819	1	1	1	10.2404813819	10.2404813819
4139	5	1	1	139	1	1	12493.3808358	12517.8503482	1	1	1	1	1	13.7274054758	1	1	1	13.7274054758	13.7274054758
4140	5	1	1	140	1	1	12496.5952689	12489.6403903	1	1	1	1	1	9.44801402703	1	1	1	9.44801402703	9.44801402703
4141	5	1	1	141	1	1	12493.9831535	12487.7773992	1	1	1	1	1	11.5731125223	1	1	1	11.5731125223	11.5731125223
4142	5	1	1	142	1	1	12484.820026	12505.9958045	1	1	1	1	1	11.3686504152	1	1	1	11.3686504152	11.3686504152
4143	5	1	1	143	1	1	12515.7129481	12503.1556455	1	1	1	1	1	17.1684710513	1	1	1	17.1684710513	17.1684710513
4144	5	1	1	144	1	1	12500.3825717	12518.4678642	1	1	1	1	1	11.2462916571	1	1	1	11.2462916571	11.2462916571
4145	5	1	1	145	1	1	12502.0658112	12493.4328837	1	1	1	1	1	8.82667438513	1	1	1	8.82667438513	8.82667438513
4146	5	1	1	146	1	1	12508.5655106	12510.1404177	1	1	1	1	1	14.0854342285	1	1	1	14.0854342285	14.0854342285
4147	5	1	1	147	1	1	12513.4127416	12530.4515313	1	1	1	1	1	12.8021837674	1	1	1	12.8021837674	12.8021837674
4148	5	1	1	148	1	1	12490.8403631	12496.7261416	1	1	1	1	1	8.81560478123	1	1	1	8.81560478123	8.81560478123
4149	5	1	1	149	1	1	12484.9277619	12497.9879895	1	1	1	1	1	8.71504262888	1	1	1	8.71504262888	8.71504262888
4150	5	1	1	150	1	1	12495.7618752	12509.9406122	1	1	1	1	1	7.79624590904	1	1	1	7.79624590904	7.79624590904
4151	5	1	1	151	1	1	12495.1955487	12490.7252686	1	1	1	1	1	7.9775863792	1	1	1	7.9775863792	7.9775863792
4152	5	1	1	152	1	1	12484.2791241	12501.6266264	1	1	1	1	1	9.48299061919	1	1	1	9.48299061919	9.48299061919
4153	5	1	1	153	1	1	12496.1617699	12485.6219097	1	1	1	1	1	13.8801121048	1	1	1	13.8801121048	13.8801121048
4154	5	1	1	154	1	1	12505.4090908	12504.3424847	1	1	1	1	1	15.7288440734	1	1	1	15.7288440734	15.7288440734
4155	5	1	1	155	1	1	12528.1572809	12504.1200146	1	1	1	1	1	15.3708605089	1	1	1	15.3708605089	15.3708605089
4156	5	1	1	156	1	1	12492.3424302	12484.9044933	1	1	1	1	1	6.65556657085	1	1	1	6.65556657085	6.65556657085
4157	5	1	1	157	1	1	12499.8901562	12515.2016857	1	1	1	1	1	13.1783280316	1	1	1	13.1783280316	13.1783280316
4158	5	1	1	158	1	1	12511.8420726	12496.48929	1	1	1	1	1	12.0151415638	1	1	1	12.0151415638	12.0151415638
4159	5	1	1	159	1	1	12503.6681319	12508.6760184	1	1	1	1	1	5.88155967019	1	1	1	5.88155967019	5.88155967019
4160	5	1	1	160	1	1	12497.7059614	12491.8596561	1	1	1	1	1	6.91865869698	1	1	1	6.91865869698	6.91865869698
